time,machine_ID,fee
2023-02-02,77,9
2023-02-02,79,29
2023-02-02,80,29
2023-02-02,81,19
2023-02-02,82,18
2023-02-02,83,21
2023-02-02,84,26
2023-02-02,85,27
2023-02-02,86,4
2023-02-02,88,64
2023-02-02,89,2
2023-02-02,92,14
2023-02-02,93,1
2023-02-02,94,56
2023-02-02,95,15
2023-02-02,97,8
2023-02-02,99,42
2023-02-02,100,4
2023-02-02,101,3
2023-02-02,102,4
2023-02-02,103,10
2023-02-02,104,1
2023-02-02,105,1
2023-02-02,106,3
2023-02-02,107,9
2023-02-02,108,1
2023-02-02,109,25
2023-02-02,110,2
2023-02-02,111,1
2023-02-02,112,3
2023-02-02,113,2
2023-02-02,114,8
2023-02-02,115,2
2023-02-02,116,2
2023-02-02,119,1
2023-02-02,121,4
2023-02-02,122,2
2023-02-02,125,2
2023-02-02,128,2
2023-02-02,209,32
2023-02-02,210,11
2023-02-02,211,8
2023-02-02,212,1
2023-02-02,213,13
2023-02-02,214,27
2023-02-02,215,16
2023-02-02,216,24
2023-02-02,217,4
2023-02-02,218,52
2023-02-02,219,4
2023-02-02,220,3
2023-02-02,221,5
2023-02-02,222,6
2023-02-02,223,36
2023-02-02,224,4
2023-02-02,225,6
2023-02-02,226,3
2023-02-02,240,1
2023-02-02,241,5
2023-02-02,242,5
2023-02-02,243,13
2023-02-02,244,4
2023-02-02,245,6
2023-02-02,246,1
2023-02-02,248,2
2023-02-02,249,4
2023-02-02,300,10
2023-02-02,301,4
2023-02-02,302,3
2023-02-02,303,4
2023-02-02,304,12
2023-02-02,305,5
2023-02-02,306,1
2023-02-02,308,1
2023-02-02,309,5
2023-02-02,310,1
2023-02-02,313,2
2023-02-02,314,4
2023-02-02,315,3
2023-02-02,316,3
2023-02-02,317,3
2023-02-02,318,1
2023-02-02,319,3
2023-02-02,320,1
2023-02-02,321,2
2023-02-02,322,3
2023-02-02,323,2
2023-02-02,324,2
2023-02-02,325,3
2023-02-02,326,8
2023-02-02,328,4
2023-02-02,329,19
2023-02-02,330,14
2023-02-02,331,8
2023-02-02,332,13
2023-02-02,333,20
2023-02-02,334,34
2023-02-02,335,16
2023-02-02,336,27
2023-02-02,337,3
2023-02-02,338,15
2023-02-02,339,6
2023-02-02,340,3
2023-02-02,350,32
2023-02-02,351,52
2023-02-02,352,10
2023-02-02,353,44
2023-02-02,354,35
2023-02-02,355,3
2023-02-02,356,6
2023-02-02,357,1
2023-02-02,359,1
2023-02-02,360,15
2023-02-02,361,33
2023-02-02,362,35
2023-02-03,1,165
2023-02-03,2,6
2023-02-03,3,18
2023-02-03,5,19
2023-02-03,8,66
2023-02-03,9,99
2023-02-03,10,55
2023-02-03,12,50
2023-02-03,13,78
2023-02-03,14,26
2023-02-03,15,34
2023-02-03,16,71
2023-02-03,17,79
2023-02-03,18,88
2023-02-03,19,25
2023-02-03,20,62
2023-02-03,21,13
2023-02-03,22,40
2023-02-03,23,42
2023-02-03,24,35
2023-02-03,25,26
2023-02-03,26,5
2023-02-03,27,21
2023-02-03,28,14
2023-02-03,29,61
2023-02-03,30,29
2023-02-03,31,4
2023-02-03,32,11
2023-02-03,33,12
2023-02-03,34,9
2023-02-03,37,1
2023-02-03,38,8
2023-02-03,39,3
2023-02-03,40,6
2023-02-03,41,28
2023-02-03,42,18
2023-02-03,43,38
2023-02-03,44,4
2023-02-03,45,5
2023-02-03,46,4
2023-02-03,47,7
2023-02-03,48,5
2023-02-03,49,5
2023-02-03,50,8
2023-02-03,51,9
2023-02-03,52,17
2023-02-03,53,133
2023-02-03,55,81
2023-02-03,58,8
2023-02-03,59,3
2023-02-03,60,3
2023-02-03,61,1
2023-02-03,62,10
2023-02-03,63,2
2023-02-03,64,5
2023-02-03,65,7
2023-02-03,67,2
2023-02-03,68,6
2023-02-03,69,15
2023-02-03,70,11
2023-02-03,71,10
2023-02-03,72,10
2023-02-03,73,14
2023-02-03,75,42
2023-02-03,76,75
2023-02-03,77,9
2023-02-03,79,35
2023-02-03,80,24
2023-02-03,81,9
2023-02-03,82,16
2023-02-03,83,17
2023-02-03,84,25
2023-02-03,85,27
2023-02-03,86,4
2023-02-03,88,49
2023-02-03,92,27
2023-02-03,93,2
2023-02-03,94,55
2023-02-03,95,8
2023-02-03,97,16
2023-02-03,99,20
2023-02-03,100,2
2023-02-03,101,3
2023-02-03,103,11
2023-02-03,104,1
2023-02-03,105,3
2023-02-03,106,1
2023-02-03,108,4
2023-02-03,109,15
2023-02-03,110,1
2023-02-03,111,2
2023-02-03,112,4
2023-02-03,113,2
2023-02-03,114,4
2023-02-03,115,5
2023-02-03,116,5
2023-02-03,117,6
2023-02-03,119,6
2023-02-03,121,2
2023-02-03,124,2
2023-02-03,125,3
2023-02-03,126,3
2023-02-03,128,1
2023-02-03,209,18
2023-02-03,210,6
2023-02-03,211,10
2023-02-03,212,5
2023-02-03,213,6
2023-02-03,214,19
2023-02-03,215,16
2023-02-03,216,13
2023-02-03,217,1
2023-02-03,218,43
2023-02-03,219,16
2023-02-03,220,3
2023-02-03,221,5
2023-02-03,222,5
2023-02-03,223,24
2023-02-03,224,6
2023-02-03,225,2
2023-02-03,226,3
2023-02-03,240,2
2023-02-03,241,1
2023-02-03,242,5
2023-02-03,243,5
2023-02-03,244,4
2023-02-03,245,3
2023-02-03,246,2
2023-02-03,249,6
2023-02-03,300,3
2023-02-03,301,6
2023-02-03,302,3
2023-02-03,303,6
2023-02-03,304,8
2023-02-03,305,1
2023-02-03,308,2
2023-02-03,309,11
2023-02-03,310,3
2023-02-03,313,4
2023-02-03,314,7
2023-02-03,315,2
2023-02-03,316,2
2023-02-03,317,4
2023-02-03,318,3
2023-02-03,321,4
2023-02-03,322,6
2023-02-03,325,5
2023-02-03,326,4
2023-02-03,328,7
2023-02-03,329,10
2023-02-03,330,9
2023-02-03,331,7
2023-02-03,332,12
2023-02-03,333,13
2023-02-03,334,21
2023-02-03,335,17
2023-02-03,336,9
2023-02-03,337,1
2023-02-03,338,11
2023-02-03,339,3
2023-02-03,340,4
2023-02-03,350,21
2023-02-03,351,30
2023-02-03,352,9
2023-02-03,353,37
2023-02-03,354,17
2023-02-03,355,1
2023-02-03,356,1
2023-02-03,357,2
2023-02-03,358,1
2023-02-03,360,10
2023-02-03,361,15
2023-02-03,362,48
2023-02-04,1,157
2023-02-04,2,10
2023-02-04,3,15
2023-02-04,4,15
2023-02-04,5,11
2023-02-04,8,45
2023-02-04,9,46
2023-02-04,10,27
2023-02-04,11,1
2023-02-04,12,42
2023-02-04,13,54
2023-02-04,14,8
2023-02-04,15,26
2023-02-04,16,49
2023-02-04,17,47
2023-02-04,18,81
2023-02-04,19,22
2023-02-04,20,52
2023-02-04,21,13
2023-02-04,22,38
2023-02-04,23,18
2023-02-04,24,27
2023-02-04,25,21
2023-02-04,26,2
2023-02-04,27,20
2023-02-04,28,32
2023-02-04,29,26
2023-02-04,30,34
2023-02-04,31,3
2023-02-04,32,4
2023-02-04,33,11
2023-02-04,34,8
2023-02-04,37,1
2023-02-04,38,7
2023-02-04,39,3
2023-02-04,40,4
2023-02-04,41,20
2023-02-04,42,12
2023-02-04,43,28
2023-02-04,44,4
2023-02-04,45,4
2023-02-04,46,9
2023-02-04,47,6
2023-02-04,48,6
2023-02-04,49,6
2023-02-04,50,8
2023-02-04,51,4
2023-02-04,52,6
2023-02-04,53,99
2023-02-04,55,91
2023-02-04,58,3
2023-02-04,59,1
2023-02-04,61,1
2023-02-04,62,2
2023-02-04,63,2
2023-02-04,65,2
2023-02-04,67,6
2023-02-04,68,4
2023-02-04,69,5
2023-02-04,70,7
2023-02-04,71,2
2023-02-04,72,5
2023-02-04,73,12
2023-02-04,75,27
2023-02-04,76,51
2023-02-04,77,10
2023-02-04,79,44
2023-02-04,80,13
2023-02-04,81,10
2023-02-04,82,12
2023-02-04,83,6
2023-02-04,84,92
2023-02-04,85,60
2023-02-04,86,10
2023-02-04,88,36
2023-02-04,89,3
2023-02-04,92,13
2023-02-04,93,3
2023-02-04,94,35
2023-02-04,95,15
2023-02-04,97,27
2023-02-04,101,3
2023-02-04,102,3
2023-02-04,104,1
2023-02-04,105,2
2023-02-04,106,5
2023-02-04,107,6
2023-02-04,108,1
2023-02-04,109,16
2023-02-04,110,2
2023-02-04,111,1
2023-02-04,112,2
2023-02-04,113,1
2023-02-04,114,2
2023-02-04,116,2
2023-02-04,119,9
2023-02-04,121,1
2023-02-04,122,2
2023-02-04,123,1
2023-02-04,124,1
2023-02-04,125,1
2023-02-04,126,2
2023-02-04,209,26
2023-02-04,210,11
2023-02-04,211,4
2023-02-04,212,1
2023-02-04,213,13
2023-02-04,214,14
2023-02-04,215,16
2023-02-04,216,6
2023-02-04,217,2
2023-02-04,218,7
2023-02-04,220,3
2023-02-04,221,2
2023-02-04,222,2
2023-02-04,223,2
2023-02-04,224,1
2023-02-04,226,3
2023-02-04,241,1
2023-02-04,243,1
2023-02-04,249,2
2023-02-04,301,1
2023-02-04,302,2
2023-02-04,303,3
2023-02-04,304,12
2023-02-04,305,1
2023-02-04,306,1
2023-02-04,308,2
2023-02-04,309,7
2023-02-04,310,2
2023-02-04,311,2
2023-02-04,314,4
2023-02-04,315,3
2023-02-04,316,3
2023-02-04,317,3
2023-02-04,318,2
2023-02-04,319,1
2023-02-04,321,5
2023-02-04,322,2
2023-02-04,323,3
2023-02-04,325,1
2023-02-04,326,3
2023-02-04,330,1
2023-02-04,331,3
2023-02-04,332,3
2023-02-04,333,3
2023-02-04,334,1
2023-02-04,335,1
2023-02-04,338,1
2023-02-04,339,1
2023-02-04,351,1
2023-02-04,353,9
2023-02-04,354,11
2023-02-04,358,1
2023-02-04,361,2
2023-02-04,362,11
2023-02-05,1,2
2023-02-05,13,1
2023-02-05,17,1
2023-02-05,22,1
2023-02-05,53,1
2023-02-05,73,1
2023-02-05,76,2
2023-02-05,92,1
2023-02-05,97,2
2023-02-05,113,1
2023-02-05,314,1
2023-02-05,320,1
2023-02-05,325,1
2023-02-05,326,1
2023-02-05,339,1
2023-02-06,1,192
2023-02-06,2,7
2023-02-06,3,14
2023-02-06,5,36
2023-02-06,8,69
2023-02-06,9,94
2023-02-06,10,35
2023-02-06,12,45
2023-02-06,13,82
2023-02-06,14,26
2023-02-06,15,30
2023-02-06,16,52
2023-02-06,17,61
2023-02-06,18,89
2023-02-06,19,23
2023-02-06,20,78
2023-02-06,21,15
2023-02-06,22,35
2023-02-06,23,48
2023-02-06,24,35
2023-02-06,25,32
2023-02-06,26,17
2023-02-06,27,10
2023-02-06,28,28
2023-02-06,29,78
2023-02-06,30,31
2023-02-06,31,5
2023-02-06,32,10
2023-02-06,33,12
2023-02-06,34,3
2023-02-06,36,3
2023-02-06,37,6
2023-02-06,38,4
2023-02-06,39,6
2023-02-06,40,3
2023-02-06,41,33
2023-02-06,42,22
2023-02-06,43,36
2023-02-06,44,4
2023-02-06,45,9
2023-02-06,46,7
2023-02-06,47,4
2023-02-06,48,6
2023-02-06,49,8
2023-02-06,50,5
2023-02-06,51,9
2023-02-06,52,11
2023-02-06,53,104
2023-02-06,55,62
2023-02-06,58,13
2023-02-06,59,2
2023-02-06,61,1
2023-02-06,62,4
2023-02-06,63,3
2023-02-06,64,9
2023-02-06,65,8
2023-02-06,66,3
2023-02-06,67,4
2023-02-06,68,6
2023-02-06,69,4
2023-02-06,70,1
2023-02-06,72,4
2023-02-06,73,18
2023-02-06,75,34
2023-02-06,76,52
2023-02-06,77,17
2023-02-06,79,31
2023-02-06,80,43
2023-02-06,81,18
2023-02-06,82,13
2023-02-06,83,19
2023-02-06,84,15
2023-02-06,85,17
2023-02-06,86,2
2023-02-06,88,56
2023-02-06,90,2
2023-02-06,92,10
2023-02-06,94,46
2023-02-06,95,8
2023-02-06,97,26
2023-02-06,99,24
2023-02-06,100,6
2023-02-06,101,1
2023-02-06,102,2
2023-02-06,103,9
2023-02-06,104,4
2023-02-06,105,1
2023-02-06,106,3
2023-02-06,107,4
2023-02-06,108,4
2023-02-06,109,17
2023-02-06,110,3
2023-02-06,111,5
2023-02-06,112,5
2023-02-06,113,6
2023-02-06,114,6
2023-02-06,115,1
2023-02-06,116,6
2023-02-06,117,1
2023-02-06,119,1
2023-02-06,121,2
2023-02-06,122,2
2023-02-06,124,3
2023-02-06,128,1
2023-02-06,209,17
2023-02-06,210,5
2023-02-06,211,9
2023-02-06,212,1
2023-02-06,213,21
2023-02-06,214,22
2023-02-06,215,15
2023-02-06,216,17
2023-02-06,217,3
2023-02-06,218,53
2023-02-06,219,33
2023-02-06,220,3
2023-02-06,221,5
2023-02-06,222,5
2023-02-06,223,34
2023-02-06,224,2
2023-02-06,225,7
2023-02-06,226,4
2023-02-06,241,4
2023-02-06,242,1
2023-02-06,243,10
2023-02-06,244,4
2023-02-06,245,3
2023-02-06,246,2
2023-02-06,247,1
2023-02-06,249,3
2023-02-06,300,7
2023-02-06,301,3
2023-02-06,302,3
2023-02-06,303,5
2023-02-06,304,8
2023-02-06,305,3
2023-02-06,308,1
2023-02-06,309,5
2023-02-06,310,2
2023-02-06,311,1
2023-02-06,313,5
2023-02-06,314,3
2023-02-06,316,1
2023-02-06,317,1
2023-02-06,318,1
2023-02-06,319,2
2023-02-06,321,2
2023-02-06,322,2
2023-02-06,323,3
2023-02-06,324,2
2023-02-06,325,10
2023-02-06,326,6
2023-02-06,328,8
2023-02-06,329,20
2023-02-06,330,9
2023-02-06,331,13
2023-02-06,332,21
2023-02-06,333,18
2023-02-06,334,23
2023-02-06,335,27
2023-02-06,336,17
2023-02-06,337,7
2023-02-06,338,14
2023-02-06,339,2
2023-02-06,340,3
2023-02-06,350,49
2023-02-06,351,57
2023-02-06,352,11
2023-02-06,353,38
2023-02-06,354,28
2023-02-06,355,2
2023-02-06,356,6
2023-02-06,357,2
2023-02-06,358,1
2023-02-06,360,27
2023-02-06,361,40
2023-02-06,362,46
2023-02-07,1,172
2023-02-07,2,17
2023-02-07,3,11
2023-02-07,5,17
2023-02-07,8,93
2023-02-07,9,98
2023-02-07,10,41
2023-02-07,11,6
2023-02-07,12,52
2023-02-07,13,84
2023-02-07,14,22
2023-02-07,15,47
2023-02-07,16,59
2023-02-07,17,76
2023-02-07,18,69
2023-02-07,19,25
2023-02-07,20,71
2023-02-07,21,9
2023-02-07,22,27
2023-02-07,23,62
2023-02-07,24,32
2023-02-07,25,26
2023-02-07,26,10
2023-02-07,27,10
2023-02-07,28,23
2023-02-07,29,60
2023-02-07,30,45
2023-02-07,31,4
2023-02-07,32,10
2023-02-07,33,9
2023-02-07,34,3
2023-02-07,35,2
2023-02-07,36,7
2023-02-07,37,5
2023-02-07,38,8
2023-02-07,39,5
2023-02-07,40,11
2023-02-07,41,29
2023-02-07,42,22
2023-02-07,43,38
2023-02-07,44,6
2023-02-07,45,6
2023-02-07,46,8
2023-02-07,47,4
2023-02-07,48,7
2023-02-07,49,9
2023-02-07,50,9
2023-02-07,51,8
2023-02-07,52,13
2023-02-07,53,110
2023-02-07,55,90
2023-02-07,58,10
2023-02-07,59,4
2023-02-07,60,1
2023-02-07,61,5
2023-02-07,62,2
2023-02-07,63,3
2023-02-07,64,10
2023-02-07,65,4
2023-02-07,66,1
2023-02-07,67,7
2023-02-07,68,7
2023-02-07,69,9
2023-02-07,70,5
2023-02-07,72,4
2023-02-07,73,26
2023-02-07,75,23
2023-02-07,76,63
2023-02-07,77,14
2023-02-07,79,41
2023-02-07,80,27
2023-02-07,81,14
2023-02-07,82,23
2023-02-07,83,14
2023-02-07,84,24
2023-02-07,85,45
2023-02-07,86,1
2023-02-07,88,51
2023-02-07,89,1
2023-02-07,92,24
2023-02-07,93,1
2023-02-07,94,57
2023-02-07,95,3
2023-02-07,97,9
2023-02-07,99,34
2023-02-07,100,2
2023-02-07,101,6
2023-02-07,102,5
2023-02-07,103,4
2023-02-07,104,2
2023-02-07,105,1
2023-02-07,106,1
2023-02-07,107,7
2023-02-07,108,2
2023-02-07,109,18
2023-02-07,111,2
2023-02-07,112,4
2023-02-07,113,4
2023-02-07,114,6
2023-02-07,115,1
2023-02-07,116,1
2023-02-07,117,1
2023-02-07,119,3
2023-02-07,121,3
2023-02-07,122,1
2023-02-07,123,1
2023-02-07,125,1
2023-02-07,126,2
2023-02-07,128,2
2023-02-07,209,33
2023-02-07,210,9
2023-02-07,211,8
2023-02-07,212,2
2023-02-07,213,12
2023-02-07,214,25
2023-02-07,215,14
2023-02-07,216,19
2023-02-07,217,6
2023-02-07,218,61
2023-02-07,219,14
2023-02-07,220,3
2023-02-07,221,8
2023-02-07,222,7
2023-02-07,223,37
2023-02-07,224,3
2023-02-07,225,6
2023-02-07,226,6
2023-02-07,241,5
2023-02-07,242,3
2023-02-07,243,6
2023-02-07,244,3
2023-02-07,245,7
2023-02-07,246,2
2023-02-07,248,1
2023-02-07,249,4
2023-02-07,300,6
2023-02-07,301,2
2023-02-07,302,10
2023-02-07,303,5
2023-02-07,304,15
2023-02-07,305,2
2023-02-07,306,1
2023-02-07,309,4
2023-02-07,310,3
2023-02-07,313,4
2023-02-07,316,3
2023-02-07,317,4
2023-02-07,318,1
2023-02-07,319,5
2023-02-07,321,3
2023-02-07,322,5
2023-02-07,323,3
2023-02-07,324,1
2023-02-07,325,5
2023-02-07,326,13
2023-02-07,328,12
2023-02-07,329,24
2023-02-07,330,8
2023-02-07,331,12
2023-02-07,332,23
2023-02-07,333,17
2023-02-07,334,40
2023-02-07,335,23
2023-02-07,336,10
2023-02-07,337,5
2023-02-07,338,6
2023-02-07,339,2
2023-02-07,350,47
2023-02-07,351,52
2023-02-07,352,16
2023-02-07,353,41
2023-02-07,354,25
2023-02-07,355,3
2023-02-07,356,3
2023-02-07,357,1
2023-02-07,358,2
2023-02-07,360,37
2023-02-07,361,58
2023-02-07,362,44
2023-02-08,1,168
2023-02-08,2,11
2023-02-08,3,11
2023-02-08,5,18
2023-02-08,8,67
2023-02-08,9,89
2023-02-08,10,30
2023-02-08,11,4
2023-02-08,12,50
2023-02-08,13,77
2023-02-08,14,27
2023-02-08,15,36
2023-02-08,16,62
2023-02-08,17,63
2023-02-08,18,101
2023-02-08,19,22
2023-02-08,20,71
2023-02-08,21,13
2023-02-08,22,27
2023-02-08,23,38
2023-02-08,24,30
2023-02-08,25,19
2023-02-08,26,11
2023-02-08,27,14
2023-02-08,28,25
2023-02-08,29,60
2023-02-08,30,36
2023-02-08,31,9
2023-02-08,32,7
2023-02-08,33,7
2023-02-08,34,6
2023-02-08,35,1
2023-02-08,36,2
2023-02-08,38,14
2023-02-08,39,2
2023-02-08,40,1
2023-02-08,41,32
2023-02-08,42,15
2023-02-08,43,37
2023-02-08,44,4
2023-02-08,45,5
2023-02-08,46,11
2023-02-08,47,5
2023-02-08,48,7
2023-02-08,49,3
2023-02-08,50,4
2023-02-08,51,9
2023-02-08,52,9
2023-02-08,53,108
2023-02-08,55,84
2023-02-08,58,3
2023-02-08,59,2
2023-02-08,60,1
2023-02-08,61,2
2023-02-08,62,4
2023-02-08,63,5
2023-02-08,64,5
2023-02-08,65,5
2023-02-08,66,1
2023-02-08,67,1
2023-02-08,68,6
2023-02-08,69,5
2023-02-08,70,6
2023-02-08,72,5
2023-02-08,73,15
2023-02-08,75,21
2023-02-08,76,55
2023-02-08,77,19
2023-02-08,79,23
2023-02-08,80,34
2023-02-08,81,13
2023-02-08,82,20
2023-02-08,83,8
2023-02-08,84,20
2023-02-08,85,19
2023-02-08,88,69
2023-02-08,89,2
2023-02-08,90,1
2023-02-08,92,22
2023-02-08,93,2
2023-02-08,94,69
2023-02-08,95,5
2023-02-08,97,12
2023-02-08,99,28
2023-02-08,100,1
2023-02-08,101,4
2023-02-08,102,4
2023-02-08,103,4
2023-02-08,104,4
2023-02-08,105,3
2023-02-08,106,1
2023-02-08,107,4
2023-02-08,108,1
2023-02-08,109,12
2023-02-08,110,5
2023-02-08,111,2
2023-02-08,112,5
2023-02-08,113,3
2023-02-08,114,6
2023-02-08,115,3
2023-02-08,116,1
2023-02-08,117,3
2023-02-08,119,7
2023-02-08,121,3
2023-02-08,122,2
2023-02-08,124,2
2023-02-08,125,1
2023-02-08,126,3
2023-02-08,128,1
2023-02-08,209,29
2023-02-08,210,9
2023-02-08,211,10
2023-02-08,212,3
2023-02-08,213,13
2023-02-08,214,26
2023-02-08,215,12
2023-02-08,216,19
2023-02-08,217,4
2023-02-08,218,51
2023-02-08,219,26
2023-02-08,220,6
2023-02-08,221,9
2023-02-08,222,11
2023-02-08,223,17
2023-02-08,224,1
2023-02-08,225,3
2023-02-08,226,3
2023-02-08,240,2
2023-02-08,241,4
2023-02-08,242,2
2023-02-08,243,8
2023-02-08,244,3
2023-02-08,245,1
2023-02-08,248,2
2023-02-08,249,9
2023-02-08,300,8
2023-02-08,301,5
2023-02-08,302,6
2023-02-08,303,6
2023-02-08,304,16
2023-02-08,305,9
2023-02-08,307,1
2023-02-08,308,2
2023-02-08,309,4
2023-02-08,310,3
2023-02-08,311,1
2023-02-08,313,3
2023-02-08,314,4
2023-02-08,315,2
2023-02-08,316,4
2023-02-08,317,3
2023-02-08,318,2
2023-02-08,321,5
2023-02-08,322,3
2023-02-08,323,1
2023-02-08,324,1
2023-02-08,325,10
2023-02-08,326,10
2023-02-08,328,13
2023-02-08,329,22
2023-02-08,330,6
2023-02-08,331,13
2023-02-08,332,22
2023-02-08,333,11
2023-02-08,334,31
2023-02-08,335,18
2023-02-08,336,7
2023-02-08,337,3
2023-02-08,338,21
2023-02-08,339,2
2023-02-08,340,2
2023-02-08,350,31
2023-02-08,351,35
2023-02-08,352,16
2023-02-08,353,30
2023-02-08,354,20
2023-02-08,355,6
2023-02-08,356,7
2023-02-08,357,3
2023-02-08,358,1
2023-02-08,359,1
2023-02-08,360,21
2023-02-08,361,39
2023-02-08,362,43
2023-02-09,1,209
2023-02-09,2,11
2023-02-09,3,23
2023-02-09,5,17
2023-02-09,8,85
2023-02-09,9,90
2023-02-09,10,35
2023-02-09,11,9
2023-02-09,12,42
2023-02-09,13,79
2023-02-09,14,27
2023-02-09,15,40
2023-02-09,16,56
2023-02-09,17,68
2023-02-09,18,82
2023-02-09,19,9
2023-02-09,20,75
2023-02-09,21,15
2023-02-09,22,43
2023-02-09,23,52
2023-02-09,24,37
2023-02-09,25,25
2023-02-09,26,10
2023-02-09,27,15
2023-02-09,28,20
