time,zone,fee
2023-02-13,37008,115
2023-02-13,37009,43
2023-02-13,37010,14
2023-02-13,37101,32
2023-02-13,37102,8
2023-02-13,37103,35
2023-02-13,37104,8
2023-02-13,37105,23
2023-02-13,37106,13
2023-02-13,37107,9
2023-02-13,37108,24
2023-02-13,37109,10
2023-02-13,37201,2
2023-02-13,37202,16
2023-02-13,37203,20
2023-02-13,37204,189
2023-02-13,37207,2
2023-02-13,37208,1
2023-02-14,37001,466
2023-02-14,37005,266
2023-02-14,37008,149
2023-02-14,37009,45
2023-02-14,37010,8
2023-02-14,37101,67
2023-02-14,37102,1
2023-02-14,37103,49
2023-02-14,37104,8
2023-02-14,37105,35
2023-02-14,37106,17
2023-02-14,37107,9
2023-02-14,37108,18
2023-02-14,37109,11
2023-02-14,37201,9
2023-02-14,37202,18
2023-02-14,37203,12
2023-02-14,37204,154
2023-02-14,37205,1
2023-02-14,37206,6
2023-02-14,37208,1
2023-02-14,37209,1
2023-02-15,37001,433
2023-02-15,37005,264
2023-02-15,37008,155
2023-02-15,37009,49
2023-02-15,37010,11
2023-02-15,37101,47
2023-02-15,37102,8
2023-02-15,37103,49
2023-02-15,37104,11
2023-02-15,37105,27
2023-02-15,37106,14
2023-02-15,37107,5
2023-02-15,37108,53
2023-02-15,37109,14
2023-02-15,37201,3
2023-02-15,37202,6
2023-02-15,37203,20
2023-02-15,37204,180
2023-02-15,37205,2
2023-02-15,37207,2
2023-02-16,37001,440
2023-02-16,37005,246
2023-02-16,37008,120
2023-02-16,37009,47
2023-02-16,37010,15
2023-02-16,37101,42
2023-02-16,37102,10
2023-02-16,37103,45
2023-02-16,37104,10
2023-02-16,37105,34
2023-02-16,37106,25
2023-02-16,37107,3
2023-02-16,37108,39
2023-02-16,37109,9
2023-02-16,37201,6
2023-02-16,37202,19
2023-02-16,37203,13
2023-02-16,37204,188
2023-02-16,37205,1
2023-02-16,37206,1
2023-02-16,37207,1
2023-02-16,37208,2
2023-02-17,37001,454
2023-02-17,37005,211
2023-02-17,37008,83
2023-02-17,37009,37
2023-02-17,37010,13
2023-02-17,37101,45
2023-02-17,37102,7
2023-02-17,37103,48
2023-02-17,37104,9
2023-02-17,37105,25
2023-02-17,37106,17
2023-02-17,37107,2
2023-02-17,37108,35
2023-02-17,37109,5
2023-02-17,37201,4
2023-02-17,37202,9
2023-02-17,37203,12
2023-02-17,37204,153
2023-02-17,37205,4
2023-02-17,37206,2
2023-02-17,37207,1
2023-02-18,37001,357
2023-02-18,37005,126
2023-02-18,37008,18
2023-02-18,37009,7
2023-02-18,37010,3
2023-02-18,37101,55
2023-02-18,37102,12
2023-02-18,37103,47
2023-02-18,37104,6
2023-02-18,37105,25
2023-02-18,37106,42
2023-02-18,37107,6
2023-02-18,37108,39
2023-02-18,37109,6
2023-02-18,37201,2
2023-02-18,37203,11
2023-02-18,37204,126
2023-02-18,37205,3
2023-02-18,37206,2
2023-02-18,37208,2
2023-02-18,37209,2
2023-02-19,37001,14
2023-02-19,37005,3
2023-02-19,37008,2
2023-02-19,37009,4
2023-02-19,37010,1
2023-02-19,37103,5
2023-02-19,37106,1
2023-02-19,37107,1
2023-02-19,37108,7
2023-02-19,37203,1
2023-02-19,37204,5
2023-02-20,37001,426
2023-02-20,37005,245
2023-02-20,37008,132
2023-02-20,37009,58
2023-02-20,37010,21
2023-02-20,37101,61
2023-02-20,37102,7
2023-02-20,37103,46
2023-02-20,37104,5
2023-02-20,37105,22
2023-02-20,37106,15
2023-02-20,37107,6
2023-02-20,37108,25
2023-02-20,37109,10
2023-02-20,37201,6
2023-02-20,37202,16
2023-02-20,37203,25
2023-02-20,37204,173
2023-02-20,37206,3
2023-02-20,37207,2
2023-02-21,37001,459
2023-02-21,37005,233
2023-02-21,37008,137
2023-02-21,37009,61
2023-02-21,37010,17
2023-02-21,37101,52
2023-02-21,37102,6
2023-02-21,37103,55
2023-02-21,37104,7
2023-02-21,37105,28
2023-02-21,37106,11
2023-02-21,37107,4
2023-02-21,37108,18
2023-02-21,37109,8
2023-02-21,37201,7
2023-02-21,37202,14
2023-02-21,37203,16
2023-02-21,37204,179
2023-02-21,37206,2
2023-02-22,37001,460
2023-02-22,37005,245
2023-02-22,37008,140
2023-02-22,37009,58
2023-02-22,37010,9
2023-02-22,37101,49
2023-02-22,37102,6
2023-02-22,37103,46
2023-02-22,37104,8
2023-02-22,37105,35
2023-02-22,37106,20
2023-02-22,37107,6
2023-02-22,37108,32
2023-02-22,37109,8
2023-02-22,37201,3
2023-02-22,37202,12
2023-02-22,37203,23
2023-02-22,37204,169
2023-02-22,37206,2
2023-02-22,37207,1
2023-02-22,37208,1
2023-02-22,37209,1
2023-02-23,37001,428
2023-02-23,37005,266
2023-02-23,37008,122
2023-02-23,37009,61
2023-02-23,37010,9
2023-02-23,37101,48
2023-02-23,37102,3
2023-02-23,37103,42
2023-02-23,37104,14
2023-02-23,37105,19
2023-02-23,37106,21
2023-02-23,37107,10
2023-02-23,37108,24
2023-02-23,37109,11
2023-02-23,37201,5
2023-02-23,37202,12
2023-02-23,37203,20
2023-02-23,37204,149
2023-02-23,37207,1
2023-02-23,37208,2
2023-02-24,37001,467
2023-02-24,37005,247
2023-02-24,37008,106
2023-02-24,37009,43
2023-02-24,37010,3
2023-02-24,37101,61
2023-02-24,37102,6
2023-02-24,37103,45
2023-02-24,37104,14
2023-02-24,37105,34
2023-02-24,37106,13
2023-02-24,37107,2
2023-02-24,37108,27
2023-02-24,37109,10
2023-02-24,37201,4
2023-02-24,37202,11
2023-02-24,37203,20
2023-02-24,37204,144
2023-02-24,37206,1
2023-02-24,37207,2
2023-02-24,37208,1
2023-02-25,37001,398
2023-02-25,37005,185
2023-02-25,37008,20
2023-02-25,37009,8
2023-02-25,37010,4
2023-02-25,37101,49
2023-02-25,37102,8
2023-02-25,37103,59
2023-02-25,37104,8
2023-02-25,37105,39
2023-02-25,37106,53
2023-02-25,37107,9
2023-02-25,37108,31
2023-02-25,37109,8
2023-02-25,37201,12
2023-02-25,37202,1
2023-02-25,37203,8
2023-02-25,37204,94
2023-02-25,37205,1
2023-02-25,37206,1
2023-02-25,37207,2
2023-02-25,37208,2
2023-02-25,37209,2
2023-02-26,37001,12
2023-02-26,37005,10
2023-02-26,37008,2
2023-02-26,37010,1
2023-02-26,37102,1
2023-02-26,37103,2
2023-02-26,37105,2
2023-02-26,37106,1
2023-02-26,37108,13
2023-02-26,37204,2
2023-02-27,37001,422
2023-02-27,37005,254
2023-02-27,37008,133
2023-02-27,37009,50
2023-02-27,37010,20
2023-02-27,37101,57
2023-02-27,37102,7
2023-02-27,37103,45
2023-02-27,37104,11
2023-02-27,37105,29
2023-02-27,37106,14
2023-02-27,37107,6
2023-02-27,37108,21
2023-02-27,37109,8
2023-02-27,37201,4
2023-02-27,37202,9
2023-02-27,37203,22
2023-02-27,37204,161
2023-02-27,37207,1
2023-02-27,37208,1
2023-02-28,37001,441
2023-02-28,37005,247
2023-02-28,37008,144
2023-02-28,37009,60
2023-02-28,37010,14
2023-02-28,37101,67
2023-02-28,37102,4
2023-02-28,37103,47
2023-02-28,37104,8
2023-02-28,37105,32
2023-02-28,37106,18
2023-02-28,37107,7
2023-02-28,37108,38
2023-02-28,37109,10
2023-02-28,37201,8
2023-02-28,37202,9
2023-02-28,37203,21
2023-02-28,37204,160
2023-02-28,37206,2
2023-03-01,37001,399
2023-03-01,37005,261
2023-03-01,37008,118
2023-03-01,37009,66
2023-03-01,37010,10
2023-03-01,37101,67
2023-03-01,37102,4
2023-03-01,37103,43
2023-03-01,37104,8
2023-03-01,37105,23
2023-03-01,37106,14
2023-03-01,37107,3
2023-03-01,37108,28
2023-03-01,37109,8
2023-03-01,37201,3
2023-03-01,37202,9
2023-03-01,37203,19
2023-03-01,37204,117
2023-03-01,37205,2
2023-03-01,37206,2
2023-03-01,37207,2
2023-03-01,37208,1
2023-03-02,37001,459
2023-03-02,37005,251
2023-03-02,37008,136
2023-03-02,37009,50
2023-03-02,37010,10
2023-03-02,37101,64
2023-03-02,37102,5
2023-03-02,37103,62
2023-03-02,37104,10
2023-03-02,37105,30
2023-03-02,37106,23
2023-03-02,37107,5
2023-03-02,37108,29
2023-03-02,37109,7
2023-03-02,37201,8
2023-03-02,37202,19
2023-03-02,37203,20
2023-03-02,37204,140
2023-03-02,37207,1
2023-03-02,37208,2
2023-03-03,37001,453
2023-03-03,37005,250
2023-03-03,37008,125
2023-03-03,37009,43
2023-03-03,37010,11
2023-03-03,37101,53
2023-03-03,37102,8
2023-03-03,37103,58
2023-03-03,37104,10
2023-03-03,37105,29
2023-03-03,37106,22
2023-03-03,37107,5
2023-03-03,37108,39
2023-03-03,37109,8
2023-03-03,37201,13
2023-03-03,37202,4
2023-03-03,37203,29
2023-03-03,37204,133
2023-03-03,37206,2
2023-03-03,37207,1
2023-03-03,37208,1
2023-03-04,37001,385
2023-03-04,37005,145
2023-03-04,37008,22
2023-03-04,37009,11
2023-03-04,37010,7
2023-03-04,37101,49
2023-03-04,37102,6
2023-03-04,37103,51
2023-03-04,37104,5
2023-03-04,37105,32
2023-03-04,37106,68
2023-03-04,37107,10
2023-03-04,37108,31
2023-03-04,37109,6
2023-03-04,37201,8
2023-03-04,37202,4
2023-03-04,37203,11
2023-03-04,37204,102
2023-03-04,37205,3
2023-03-04,37206,4
2023-03-04,37207,1
2023-03-04,37208,1
2023-03-04,37209,2
2023-03-05,37001,8
2023-03-05,37005,5
2023-03-05,37008,1
2023-03-05,37009,1
2023-03-05,37010,3
2023-03-05,37101,2
2023-03-05,37102,1
2023-03-05,37103,2
2023-03-05,37105,1
2023-03-05,37106,2
2023-03-05,37107,1
2023-03-05,37108,5
2023-03-05,37202,1
2023-03-05,37204,4
2023-03-06,37001,424
2023-03-06,37005,261
2023-03-06,37008,140
2023-03-06,37009,53
2023-03-06,37010,8
2023-03-06,37101,60
2023-03-06,37102,2
2023-03-06,37103,42
2023-03-06,37104,8
2023-03-06,37105,33
2023-03-06,37106,14
2023-03-06,37107,6
2023-03-06,37108,29
2023-03-06,37109,17
2023-03-06,37201,6
2023-03-06,37202,18
2023-03-06,37203,21
2023-03-06,37204,122
2023-03-06,37206,1
2023-03-06,37208,1
2023-03-06,37209,1
2023-03-07,37001,465
2023-03-07,37005,265
2023-03-07,37008,130
2023-03-07,37009,65
2023-03-07,37010,16
2023-03-07,37101,52
2023-03-07,37102,1
2023-03-07,37103,47
2023-03-07,37104,10
2023-03-07,37105,33
2023-03-07,37106,16
2023-03-07,37107,4
2023-03-07,37108,18
2023-03-07,37109,10
2023-03-07,37201,3
2023-03-07,37202,17
2023-03-07,37203,26
2023-03-07,37204,109
2023-03-07,37208,1
2023-03-08,37001,402
2023-03-08,37005,255
2023-03-08,37008,149
2023-03-08,37009,67
2023-03-08,37010,18
2023-03-08,37101,58
2023-03-08,37102,6
2023-03-08,37103,47
2023-03-08,37104,10
2023-03-08,37105,30
2023-03-08,37106,11
2023-03-08,37107,15
2023-03-08,37108,25
2023-03-08,37109,5
2023-03-08,37201,2
2023-03-08,37202,11
2023-03-08,37203,33
2023-03-08,37204,108
2023-03-08,37205,1
2023-03-08,37206,2
2023-03-08,37207,1
2023-03-08,37208,3
2023-03-08,37209,1
2023-03-09,37001,439
2023-03-09,37005,273
2023-03-09,37008,143
2023-03-09,37009,48
2023-03-09,37010,14
2023-03-09,37101,56
2023-03-09,37102,6
2023-03-09,37103,45
2023-03-09,37104,14
2023-03-09,37105,23
2023-03-09,37106,17
2023-03-09,37107,7
2023-03-09,37108,16
2023-03-09,37109,6
2023-03-09,37201,4
2023-03-09,37202,18
2023-03-09,37203,31
2023-03-09,37204,124
2023-03-09,37205,2
2023-03-09,37208,1
2023-03-09,37209,2
2023-03-10,37001,479
2023-03-10,37005,238
2023-03-10,37008,114
2023-03-10,37009,39
2023-03-10,37010,18
2023-03-10,37101,57
2023-03-10,37102,3
2023-03-10,37103,64
2023-03-10,37104,12
2023-03-10,37105,37
2023-03-10,37106,22
2023-03-10,37107,4
2023-03-10,37108,45
2023-03-10,37109,5
2023-03-10,37201,9
2023-03-10,37202,15
2023-03-10,37203,26
2023-03-10,37204,115
2023-03-10,37205,1
2023-03-11,37001,442
2023-03-11,37005,177
2023-03-11,37008,16
2023-03-11,37009,5
2023-03-11,37010,6
2023-03-11,37101,43
2023-03-11,37102,18
2023-03-11,37103,68
2023-03-11,37104,9
2023-03-11,37105,34
2023-03-11,37106,47
2023-03-11,37107,5
2023-03-11,37108,39
2023-03-11,37109,11
2023-03-11,37201,8
2023-03-11,37202,6
2023-03-11,37203,17
2023-03-11,37204,85
2023-03-11,37205,3
2023-03-11,37206,4
2023-03-11,37208,2
2023-03-11,37209,7
2023-03-12,37001,8
2023-03-12,37005,3
2023-03-12,37010,1
2023-03-12,37101,2
2023-03-12,37102,1
2023-03-12,37106,1
2023-03-12,37107,2
2023-03-12,37108,12
2023-03-12,37204,2
2023-03-13,37001,434
2023-03-13,37005,247
2023-03-13,37008,127
2023-03-13,37009,58
2023-03-13,37010,13
2023-03-13,37101,59
2023-03-13,37102,6
2023-03-13,37103,30
2023-03-13,37104,11
2023-03-13,37105,39
2023-03-13,37106,20
2023-03-13,37107,13
2023-03-13,37108,28
2023-03-13,37109,8
2023-03-13,37201,5
2023-03-13,37202,12
2023-03-13,37203,24
2023-03-13,37204,144
2023-03-13,37206,2
2023-03-13,37207,1
2023-03-13,37208,2
2023-03-14,37001,425
2023-03-14,37005,292
2023-03-14,37008,116
2023-03-14,37009,72
2023-03-14,37010,10
2023-03-14,37101,51
2023-03-14,37102,2
2023-03-14,37103,46
2023-03-14,37104,8
2023-03-14,37105,21
2023-03-14,37106,10
2023-03-14,37107,6
2023-03-14,37108,34
2023-03-14,37109,11
2023-03-14,37201,5
2023-03-14,37202,13
2023-03-14,37203,19
2023-03-14,37204,159
2023-03-14,37206,8
2023-03-14,37207,1
2023-03-15,37001,465
2023-03-15,37005,288
2023-03-15,37008,146
2023-03-15,37009,80
2023-03-15,37010,14
2023-03-15,37101,51
2023-03-15,37102,4
2023-03-15,37103,50
2023-03-15,37104,12
2023-03-15,37105,34
2023-03-15,37106,17
2023-03-15,37107,5
2023-03-15,37108,25
2023-03-15,37109,7
2023-03-15,37201,9
2023-03-15,37202,8
2023-03-15,37203,23
2023-03-15,37204,158
2023-03-15,37205,1
2023-03-15,37206,2
2023-03-15,37208,2
2023-03-16,37001,478
2023-03-16,37005,278
2023-03-16,37008,125
2023-03-16,37009,67
2023-03-16,37010,9
2023-03-16,37101,59
2023-03-16,37102,9
2023-03-16,37103,68
2023-03-16,37104,11
2023-03-16,37105,33
2023-03-16,37106,22
2023-03-16,37107,14
2023-03-16,37108,40
2023-03-16,37109,10
2023-03-16,37201,10
2023-03-16,37202,16
2023-03-16,37203,18
2023-03-16,37204,114
2023-03-16,37205,2
2023-03-16,37206,1
2023-03-16,37207,1
2023-03-16,37208,6
2023-03-16,37209,1
2023-03-17,37001,514
2023-03-17,37005,222
2023-03-17,37008,104
2023-03-17,37009,34
2023-03-17,37010,11
2023-03-17,37101,58
2023-03-17,37102,5
2023-03-17,37103,68
2023-03-17,37104,7
2023-03-17,37105,22
2023-03-17,37106,21
2023-03-17,37107,10
2023-03-17,37108,63
2023-03-17,37109,12
2023-03-17,37201,7
2023-03-17,37202,9
2023-03-17,37203,17
2023-03-17,37204,130
2023-03-17,37205,1
2023-03-17,37206,1
2023-03-17,37208,2
2023-03-18,37001,358
2023-03-18,37005,165
2023-03-18,37008,37
2023-03-18,37009,21
2023-03-18,37010,6
2023-03-18,37101,60
2023-03-18,37102,5
2023-03-18,37103,49
2023-03-18,37104,7
2023-03-18,37105,21
2023-03-18,37106,68
2023-03-18,37107,5
2023-03-18,37108,28
2023-03-18,37109,8
2023-03-18,37201,8
2023-03-18,37202,1
2023-03-18,37203,9
2023-03-18,37204,111
2023-03-18,37205,3
2023-03-18,37206,2
2023-03-18,37208,1
2023-03-19,37001,14
2023-03-19,37005,7
2023-03-19,37008,1
2023-03-19,37009,1
2023-03-19,37010,1
2023-03-19,37102,2
2023-03-19,37103,4
2023-03-19,37104,2
2023-03-19,37105,4
2023-03-19,37108,11
2023-03-19,37109,1
2023-03-19,37204,1
2023-03-20,37001,453
2023-03-20,37005,258
2023-03-20,37008,113
2023-03-20,37009,67
2023-03-20,37010,4
2023-03-20,37101,57
2023-03-20,37102,7
2023-03-20,37103,41
2023-03-20,37104,9
2023-03-20,37105,32
2023-03-20,37106,19
2023-03-20,37107,4
2023-03-20,37108,34
2023-03-20,37109,11
2023-03-20,37201,7
2023-03-20,37202,20
2023-03-20,37203,14
2023-03-20,37204,119
2023-03-20,37207,1
2023-03-20,37208,3
2023-03-21,37001,461
2023-03-21,37005,268
2023-03-21,37008,137
2023-03-21,37009,57
2023-03-21,37010,15
2023-03-21,37101,61
2023-03-21,37102,4
2023-03-21,37103,49
2023-03-21,37104,5
2023-03-21,37105,33
2023-03-21,37106,11
2023-03-21,37107,5
2023-03-21,37108,24
2023-03-21,37109,14
2023-03-21,37201,5
2023-03-21,37202,9
2023-03-21,37203,18
2023-03-21,37204,133
2023-03-21,37206,2
2023-03-22,37001,421
2023-03-22,37005,280
2023-03-22,37008,169
2023-03-22,37009,56
2023-03-22,37010,10
2023-03-22,37101,55
2023-03-22,37102,4
2023-03-22,37103,58
2023-03-22,37104,7
2023-03-22,37105,44
2023-03-22,37106,18
2023-03-22,37107,2
2023-03-22,37108,44
2023-03-22,37109,12
2023-03-22,37201,6
2023-03-22,37202,5
2023-03-22,37203,16
2023-03-22,37204,154
2023-03-22,37208,1
2023-03-22,37209,1
2023-03-23,37001,441
2023-03-23,37005,303
2023-03-23,37008,127
2023-03-23,37009,65
2023-03-23,37010,15
2023-03-23,37101,60
2023-03-23,37102,4
2023-03-23,37103,54
2023-03-23,37104,8
2023-03-23,37105,40
2023-03-23,37106,23
2023-03-23,37107,6
2023-03-23,37108,41
2023-03-23,37109,12
2023-03-23,37201,10
2023-03-23,37202,22
2023-03-23,37203,25
2023-03-23,37204,148
2023-03-23,37206,1
2023-03-23,37208,3
2023-03-24,37001,483
2023-03-24,37005,267
2023-03-24,37008,113
2023-03-24,37009,45
2023-03-24,37010,13
2023-03-24,37101,53
2023-03-24,37102,7
2023-03-24,37103,1
2023-03-24,37104,8
2023-03-24,37105,59
2023-03-24,37106,23
2023-03-24,37107,7
2023-03-24,37108,37
2023-03-24,37109,13
2023-03-24,37201,6
2023-03-24,37202,13
2023-03-24,37203,21
2023-03-24,37204,129
2023-03-24,37207,1
2023-03-24,37208,4
2023-03-25,37001,348
2023-03-25,37005,149
2023-03-25,37008,28
2023-03-25,37009,7
2023-03-25,37010,3
2023-03-25,37101,46
2023-03-25,37102,12
2023-03-25,37103,1
2023-03-25,37104,5
2023-03-25,37105,36
2023-03-25,37106,50
2023-03-25,37107,4
2023-03-25,37201,18
2023-03-25,37202,3
2023-03-25,37203,7
2023-03-25,37204,2
2023-03-25,37205,1
2023-03-25,37206,2
2023-03-25,37207,1
2023-03-25,37208,2
2023-03-26,37001,10
2023-03-26,37005,5
2023-03-26,37008,1
2023-03-26,37009,1
2023-03-26,37102,1
2023-03-26,37103,1
2023-03-26,37106,1
2023-03-26,37108,12
2023-03-26,37202,1
2023-03-26,37204,1
2023-03-26,37207,2
2023-03-27,37001,440
2023-03-27,37005,265
2023-03-27,37008,97
2023-03-27,37009,60
2023-03-27,37010,8
2023-03-27,37101,58
2023-03-27,37102,5
2023-03-27,37103,47
2023-03-27,37104,7
2023-03-27,37105,33
2023-03-27,37106,19
2023-03-27,37107,4
2023-03-27,37108,16
2023-03-27,37109,8
2023-03-27,37201,2
2023-03-27,37202,11
2023-03-27,37203,17
2023-03-27,37204,150
2023-03-27,37206,2
2023-03-27,37208,4
2023-03-28,37001,392
2023-03-28,37005,261
2023-03-28,37008,111
2023-03-28,37009,50
2023-03-28,37010,14
2023-03-28,37101,70
2023-03-28,37102,2
2023-03-28,37103,17
2023-03-28,37104,7
2023-03-28,37105,29
2023-03-28,37106,28
2023-03-28,37107,4
2023-03-28,37108,31
2023-03-28,37109,5
2023-03-28,37201,9
2023-03-28,37202,13
2023-03-28,37203,13
2023-03-28,37204,124
2023-03-28,37207,1
2023-03-28,37209,1
2023-03-29,37001,360
2023-03-29,37005,276
2023-03-29,37008,111
2023-03-29,37009,42
2023-03-29,37010,15
2023-03-29,37101,51
2023-03-29,37102,4
2023-03-29,37103,4
2023-03-29,37104,11
2023-03-29,37105,32
2023-03-29,37106,16
2023-03-29,37107,3
2023-03-29,37108,28
2023-03-29,37109,9
2023-03-29,37201,6
2023-03-29,37202,17
2023-03-29,37203,18
2023-03-29,37204,169
2023-03-29,37205,1
2023-03-29,37206,1
2023-03-29,37208,1
2023-03-30,37001,434
2023-03-30,37005,259
2023-03-30,37008,77
2023-03-30,37009,50
2023-03-30,37010,16
2023-03-30,37101,51
2023-03-30,37102,5
2023-03-30,37103,7
2023-03-30,37104,12
2023-03-30,37105,36
2023-03-30,37106,28
2023-03-30,37107,3
2023-03-30,37108,34
2023-03-30,37109,8
2023-03-30,37201,8
2023-03-30,37202,21
2023-03-30,37203,18
2023-03-30,37204,130
2023-03-30,37206,4
2023-03-30,37207,1
2023-03-31,37001,449
2023-03-31,37005,218
2023-03-31,37008,108
2023-03-31,37009,37
2023-03-31,37010,11
2023-03-31,37101,53
2023-03-31,37102,5
2023-03-31,37103,4
2023-03-31,37104,10
2023-03-31,37105,36
2023-03-31,37106,26
2023-03-31,37107,5
2023-03-31,37108,38
2023-03-31,37109,8
2023-03-31,37201,5
2023-03-31,37202,10
2023-03-31,37203,24
2023-03-31,37204,130
2023-03-31,37205,1
2023-03-31,37206,2
2023-03-31,37207,1
2023-03-31,37208,1
2023-04-01,37001,334
2023-04-01,37005,174
2023-04-01,37008,16
2023-04-01,37009,6
2023-04-01,37010,1
2023-04-01,37101,49
2023-04-01,37102,7
2023-04-01,37103,6
2023-04-01,37104,4
2023-04-01,37105,24
2023-04-01,37106,51
2023-04-01,37107,4
2023-04-01,37108,5
2023-04-01,37109,11
2023-04-01,37201,5
