time,zone,fee
2023-02-17,37202,45
2023-02-17,37203,29
2023-02-17,37204,177
2023-02-17,37205,4
2023-02-17,37206,1
2023-02-17,37208,2
2023-02-18,37001,833
2023-02-18,37005,359
2023-02-18,37008,36
2023-02-18,37009,17
2023-02-18,37010,22
2023-02-18,37101,62
2023-02-18,37102,11
2023-02-18,37104,48
2023-02-18,37105,50
2023-02-18,37106,92
2023-02-18,37107,11
2023-02-18,37108,22
2023-02-18,37109,18
2023-02-18,37201,17
2023-02-18,37202,15
2023-02-18,37203,22
2023-02-18,37204,157
2023-02-18,37205,16
2023-02-18,37206,2
2023-02-18,37207,4
2023-02-18,37208,6
2023-02-18,37209,16
2023-02-19,37001,13
2023-02-19,37005,9
2023-02-19,37008,1
2023-02-19,37010,1
2023-02-19,37108,1
2023-02-19,37204,2
2023-02-20,37001,1240
2023-02-20,37005,642
2023-02-20,37008,277
2023-02-20,37009,149
2023-02-20,37010,36
2023-02-20,37101,80
2023-02-20,37102,14
2023-02-20,37104,53
2023-02-20,37105,45
2023-02-20,37106,41
2023-02-20,37107,19
2023-02-20,37108,21
2023-02-20,37109,34
2023-02-20,37201,20
2023-02-20,37202,63
2023-02-20,37203,34
2023-02-20,37204,173
2023-02-20,37205,6
2023-02-20,37206,4
2023-02-20,37207,1
2023-02-20,37208,5
2023-02-21,37001,1207
2023-02-21,37005,696
2023-02-21,37008,298
2023-02-21,37009,154
2023-02-21,37010,32
2023-02-21,37101,65
2023-02-21,37102,16
2023-02-21,37104,66
2023-02-21,37105,31
2023-02-21,37106,55
2023-02-21,37107,22
2023-02-21,37108,20
2023-02-21,37109,35
2023-02-21,37201,18
2023-02-21,37202,74
2023-02-21,37203,44
2023-02-21,37204,141
2023-02-21,37205,3
2023-02-21,37206,3
2023-02-21,37208,1
2023-02-22,37001,1104
2023-02-22,37005,676
2023-02-22,37008,252
2023-02-22,37009,124
2023-02-22,37010,35
2023-02-22,37101,68
2023-02-22,37102,11
2023-02-22,37104,69
2023-02-22,37105,30
2023-02-22,37106,42
2023-02-22,37107,22
2023-02-22,37108,17
2023-02-22,37109,39
2023-02-22,37201,22
2023-02-22,37202,59
2023-02-22,37203,28
2023-02-22,37204,169
2023-02-22,37205,2
2023-02-22,37206,3
2023-02-22,37207,1
2023-02-22,37208,3
2023-02-23,37001,1158
2023-02-23,37005,713
2023-02-23,37008,261
2023-02-23,37009,155
2023-02-23,37010,43
2023-02-23,37101,78
2023-02-23,37102,9
2023-02-23,37104,78
2023-02-23,37105,32
2023-02-23,37106,45
2023-02-23,37107,11
2023-02-23,37108,16
2023-02-23,37109,34
2023-02-23,37201,24
2023-02-23,37202,92
2023-02-23,37203,68
2023-02-23,37204,159
2023-02-23,37205,1
2023-02-23,37206,3
2023-02-23,37207,1
2023-02-23,37208,15
2023-02-24,37001,1102
2023-02-24,37005,664
2023-02-24,37008,202
2023-02-24,37009,108
2023-02-24,37010,30
2023-02-24,37101,54
2023-02-24,37102,16
2023-02-24,37104,65
2023-02-24,37105,46
2023-02-24,37106,32
2023-02-24,37107,23
2023-02-24,37108,21
2023-02-24,37109,34
2023-02-24,37201,16
2023-02-24,37202,45
2023-02-24,37203,32
2023-02-24,37204,177
2023-02-24,37205,1
2023-02-24,37206,3
2023-02-24,37207,1
2023-02-25,37001,847
2023-02-25,37005,406
2023-02-25,37008,32
2023-02-25,37009,7
2023-02-25,37010,20
2023-02-25,37101,59
2023-02-25,37102,15
2023-02-25,37104,49
2023-02-25,37105,60
2023-02-25,37106,133
2023-02-25,37107,22
2023-02-25,37108,25
2023-02-25,37109,26
2023-02-25,37201,25
2023-02-25,37202,17
2023-02-25,37203,18
2023-02-25,37204,187
2023-02-25,37205,6
2023-02-25,37206,3
2023-02-25,37207,2
2023-02-25,37208,9
2023-02-25,37209,9
2023-02-26,37001,21
2023-02-26,37005,3
2023-02-26,37008,3
2023-02-26,37009,2
2023-02-26,37101,1
2023-02-26,37102,1
2023-02-26,37104,2
2023-02-26,37105,2
2023-02-26,37106,1
2023-02-26,37107,1
2023-02-26,37108,4
2023-02-26,37204,1
2023-02-27,37001,1179
2023-02-27,37005,600
2023-02-27,37008,298
2023-02-27,37009,157
2023-02-27,37010,28
2023-02-27,37101,62
2023-02-27,37102,9
2023-02-27,37104,65
2023-02-27,37105,33
2023-02-27,37106,43
2023-02-27,37107,23
2023-02-27,37108,15
2023-02-27,37109,36
2023-02-27,37201,26
2023-02-27,37202,58
2023-02-27,37203,22
2023-02-27,37204,177
2023-02-27,37208,5
2023-02-28,37001,1214
2023-02-28,37005,748
2023-02-28,37008,298
2023-02-28,37009,170
2023-02-28,37010,37
2023-02-28,37101,71
2023-02-28,37102,11
2023-02-28,37104,67
2023-02-28,37105,52
2023-02-28,37106,62
2023-02-28,37107,16
2023-02-28,37108,17
2023-02-28,37109,42
2023-02-28,37201,30
2023-02-28,37202,76
2023-02-28,37203,44
2023-02-28,37204,162
2023-02-28,37205,2
2023-02-28,37206,7
2023-02-28,37208,6
2023-03-01,37001,1158
2023-03-01,37005,643
2023-03-01,37008,251
2023-03-01,37009,149
2023-03-01,37010,45
2023-03-01,37102,5
2023-03-01,37104,65
2023-03-01,37105,29
2023-03-01,37106,42
2023-03-01,37107,22
2023-03-01,37108,14
2023-03-01,37109,30
2023-03-01,37201,21
2023-03-01,37202,58
2023-03-01,37203,32
2023-03-01,37204,161
2023-03-01,37205,1
2023-03-01,37206,3
2023-03-01,37208,6
2023-03-02,37001,1212
2023-03-02,37005,765
2023-03-02,37008,310
2023-03-02,37009,171
2023-03-02,37010,36
2023-03-02,37101,85
2023-03-02,37102,18
2023-03-02,37104,31
2023-03-02,37105,49
2023-03-02,37106,62
2023-03-02,37107,21
2023-03-02,37108,5
2023-03-02,37109,21
2023-03-02,37201,22
2023-03-02,37202,100
2023-03-02,37203,40
2023-03-02,37204,142
2023-03-02,37205,2
2023-03-02,37206,1
2023-03-02,37208,10
2023-03-03,37001,1157
2023-03-03,37005,676
2023-03-03,37008,186
2023-03-03,37009,109
2023-03-03,37010,32
2023-03-03,37101,53
2023-03-03,37102,14
2023-03-03,37104,53
2023-03-03,37105,37
2023-03-03,37106,37
2023-03-03,37107,23
2023-03-03,37108,10
2023-03-03,37109,19
2023-03-03,37201,23
2023-03-03,37202,51
2023-03-03,37203,40
2023-03-03,37204,170
2023-03-03,37205,2
2023-03-03,37206,6
2023-03-03,37208,10
2023-03-04,37001,797
2023-03-04,37005,391
2023-03-04,37008,43
2023-03-04,37009,34
2023-03-04,37010,25
2023-03-04,37101,62
2023-03-04,37102,28
2023-03-04,37104,45
2023-03-04,37105,47
2023-03-04,37106,113
2023-03-04,37107,20
2023-03-04,37108,10
2023-03-04,37109,25
2023-03-04,37201,26
2023-03-04,37202,24
2023-03-04,37203,21
2023-03-04,37204,193
2023-03-04,37205,1
2023-03-04,37206,3
2023-03-04,37207,5
2023-03-04,37208,7
2023-03-04,37209,13
2023-03-05,37001,13
2023-03-05,37005,8
2023-03-05,37008,1
2023-03-05,37104,1
2023-03-05,37201,1
2023-03-05,37204,1
2023-03-06,37001,1161
2023-03-06,37005,697
2023-03-06,37008,275
2023-03-06,37009,140
2023-03-06,37010,41
2023-03-06,37101,64
2023-03-06,37102,5
2023-03-06,37104,69
2023-03-06,37105,25
2023-03-06,37106,30
2023-03-06,37107,24
2023-03-06,37108,15
2023-03-06,37109,27
2023-03-06,37201,18
2023-03-06,37202,81
2023-03-06,37203,38
2023-03-06,37204,126
2023-03-06,37206,1
2023-03-06,37208,10
2023-03-07,37001,1106
2023-03-07,37005,657
2023-03-07,37008,277
2023-03-07,37009,140
2023-03-07,37010,35
2023-03-07,37101,68
2023-03-07,37102,8
2023-03-07,37104,56
2023-03-07,37105,28
2023-03-07,37106,40
2023-03-07,37107,15
2023-03-07,37108,11
2023-03-07,37109,25
2023-03-07,37201,19
2023-03-07,37202,77
2023-03-07,37203,41
2023-03-07,37204,152
2023-03-07,37205,4
2023-03-07,37206,3
2023-03-07,37208,4
2023-03-08,37001,1058
2023-03-08,37005,574
2023-03-08,37008,229
2023-03-08,37009,109
2023-03-08,37010,48
2023-03-08,37101,56
2023-03-08,37102,9
2023-03-08,37104,56
2023-03-08,37105,25
2023-03-08,37106,18
2023-03-08,37107,13
2023-03-08,37108,9
2023-03-08,37109,19
2023-03-08,37201,14
2023-03-08,37202,57
2023-03-08,37203,31
2023-03-08,37204,149
2023-03-08,37205,1
2023-03-08,37207,1
2023-03-08,37208,3
2023-03-09,37001,1092
2023-03-09,37005,632
2023-03-09,37008,266
2023-03-09,37009,160
2023-03-09,37010,38
2023-03-09,37101,76
2023-03-09,37102,6
2023-03-09,37104,58
2023-03-09,37105,37
2023-03-09,37106,38
2023-03-09,37107,18
2023-03-09,37108,18
2023-03-09,37109,32
2023-03-09,37201,19
2023-03-09,37202,94
2023-03-09,37203,42
2023-03-09,37204,140
2023-03-09,37205,2
2023-03-09,37206,2
2023-03-09,37208,13
2023-03-10,37001,1146
2023-03-10,37005,583
2023-03-10,37008,187
2023-03-10,37009,113
2023-03-10,37010,32
2023-03-10,37101,62
2023-03-10,37102,9
2023-03-10,37104,61
2023-03-10,37105,35
2023-03-10,37106,66
2023-03-10,37107,26
2023-03-10,37108,23
2023-03-10,37109,30
2023-03-10,37201,27
2023-03-10,37202,71
2023-03-10,37203,27
2023-03-10,37204,152
2023-03-10,37205,4
2023-03-10,37206,3
2023-03-10,37208,10
2023-03-11,37001,841
2023-03-11,37005,389
2023-03-11,37008,48
2023-03-11,37009,15
2023-03-11,37010,14
2023-03-11,37101,47
2023-03-11,37102,19
2023-03-11,37104,35
2023-03-11,37105,45
2023-03-11,37106,130
2023-03-11,37107,19
2023-03-11,37108,17
2023-03-11,37109,14
2023-03-11,37201,20
2023-03-11,37202,27
2023-03-11,37203,32
2023-03-11,37204,107
2023-03-11,37205,5
2023-03-11,37206,5
2023-03-11,37207,4
2023-03-11,37208,10
2023-03-11,37209,12
2023-03-12,37001,12
2023-03-12,37005,5
2023-03-12,37008,3
2023-03-12,37009,1
2023-03-12,37010,4
2023-03-12,37102,1
2023-03-12,37108,5
2023-03-12,37201,1
2023-03-12,37204,1
2023-03-13,37001,1208
2023-03-13,37005,687
2023-03-13,37008,309
2023-03-13,37009,135
2023-03-13,37010,29
2023-03-13,37101,55
2023-03-13,37102,6
2023-03-13,37104,80
2023-03-13,37105,41
2023-03-13,37106,34
2023-03-13,37107,20
2023-03-13,37108,13
2023-03-13,37109,26
2023-03-13,37201,19
2023-03-13,37202,68
2023-03-13,37203,36
2023-03-13,37204,89
2023-03-13,37205,3
2023-03-13,37206,17
2023-03-13,37208,6
2023-03-14,37001,1181
2023-03-14,37005,735
2023-03-14,37008,312
2023-03-14,37009,163
2023-03-14,37010,41
2023-03-14,37101,70
2023-03-14,37102,5
2023-03-14,37104,72
2023-03-14,37105,21
2023-03-14,37106,47
2023-03-14,37107,22
2023-03-14,37108,17
2023-03-14,37109,29
2023-03-14,37201,18
2023-03-14,37202,84
2023-03-14,37203,42
2023-03-14,37204,121
2023-03-14,37205,2
2023-03-14,37206,14
2023-03-14,37208,6
2023-03-15,37001,1104
2023-03-15,37005,716
2023-03-15,37008,258
2023-03-15,37009,138
2023-03-15,37010,51
2023-03-15,37101,53
2023-03-15,37102,11
2023-03-15,37104,72
2023-03-15,37105,29
2023-03-15,37106,37
2023-03-15,37107,17
2023-03-15,37108,11
2023-03-15,37109,38
2023-03-15,37201,16
2023-03-15,37202,62
2023-03-15,37203,33
2023-03-15,37204,194
2023-03-15,37206,2
2023-03-15,37207,1
2023-03-16,37001,1231
2023-03-16,37005,751
2023-03-16,37008,288
2023-03-16,37009,160
2023-03-16,37010,37
2023-03-16,37101,75
2023-03-16,37102,20
2023-03-16,37104,70
2023-03-16,37105,43
2023-03-16,37106,59
2023-03-16,37107,23
2023-03-16,37108,13
2023-03-16,37109,34
2023-03-16,37201,34
2023-03-16,37202,110
2023-03-16,37203,60
2023-03-16,37204,165
2023-03-16,37205,1
2023-03-16,37208,8
2023-03-17,37001,1130
2023-03-17,37005,674
2023-03-17,37008,194
2023-03-17,37009,104
2023-03-17,37010,39
2023-03-17,37101,60
2023-03-17,37102,19
2023-03-17,37104,86
2023-03-17,37105,54
2023-03-17,37106,57
2023-03-17,37107,29
2023-03-17,37108,11
2023-03-17,37109,28
2023-03-17,37201,14
2023-03-17,37202,56
2023-03-17,37203,30
2023-03-17,37204,182
2023-03-17,37205,3
2023-03-17,37206,1
2023-03-17,37208,6
2023-03-18,37001,776
2023-03-18,37005,391
2023-03-18,37008,43
2023-03-18,37009,33
2023-03-18,37010,18
2023-03-18,37101,59
2023-03-18,37102,19
2023-03-18,37104,60
2023-03-18,37105,54
2023-03-18,37106,133
2023-03-18,37107,23
2023-03-18,37108,14
2023-03-18,37109,22
2023-03-18,37201,24
2023-03-18,37202,28
2023-03-18,37203,30
2023-03-18,37204,189
2023-03-18,37205,14
2023-03-18,37206,5
2023-03-18,37207,2
2023-03-18,37208,11
2023-03-18,37209,12
2023-03-19,37001,14
2023-03-19,37005,4
2023-03-19,37008,2
2023-03-19,37009,3
2023-03-19,37010,2
2023-03-19,37101,1
2023-03-19,37104,1
2023-03-19,37108,2
2023-03-19,37204,3
2023-03-20,37001,1137
2023-03-20,37005,620
2023-03-20,37008,286
2023-03-20,37009,137
2023-03-20,37010,35
2023-03-20,37101,123
2023-03-20,37102,10
2023-03-20,37104,64
2023-03-20,37105,31
2023-03-20,37106,27
2023-03-20,37107,20
2023-03-20,37108,20
2023-03-20,37109,27
2023-03-20,37201,26
2023-03-20,37202,92
2023-03-20,37203,31
2023-03-20,37204,150
2023-03-20,37206,1
2023-03-20,37207,1
2023-03-20,37208,4
2023-03-21,37001,1147
2023-03-21,37005,771
2023-03-21,37008,299
2023-03-21,37009,149
2023-03-21,37010,36
2023-03-21,37101,81
2023-03-21,37102,15
2023-03-21,37104,61
2023-03-21,37105,39
2023-03-21,37106,49
2023-03-21,37107,22
2023-03-21,37108,31
2023-03-21,37109,21
2023-03-21,37201,26
2023-03-21,37202,77
2023-03-21,37203,32
2023-03-21,37204,160
2023-03-21,37205,1
2023-03-21,37206,2
2023-03-21,37207,1
2023-03-21,37208,3
2023-03-22,37001,1173
2023-03-22,37005,697
2023-03-22,37008,312
2023-03-22,37009,135
2023-03-22,37010,42
2023-03-22,37101,67
2023-03-22,37102,13
2023-03-22,37104,60
2023-03-22,37105,29
2023-03-22,37106,56
2023-03-22,37107,24
2023-03-22,37108,32
2023-03-22,37109,37
2023-03-22,37201,19
2023-03-22,37202,68
2023-03-22,37203,30
2023-03-22,37204,171
2023-03-22,37205,2
2023-03-22,37207,1
2023-03-22,37208,4
2023-03-23,37001,1170
2023-03-23,37005,739
2023-03-23,37008,294
2023-03-23,37009,168
2023-03-23,37010,34
2023-03-23,37101,67
2023-03-23,37102,12
2023-03-23,37104,54
2023-03-23,37105,44
2023-03-23,37106,61
2023-03-23,37107,28
2023-03-23,37108,15
2023-03-23,37109,32
2023-03-23,37201,24
2023-03-23,37202,115
2023-03-23,37203,49
2023-03-23,37204,186
2023-03-23,37205,1
2023-03-23,37206,1
2023-03-23,37207,1
2023-03-23,37208,7
2023-03-24,37001,1116
2023-03-24,37005,701
2023-03-24,37008,191
2023-03-24,37009,103
2023-03-24,37010,36
2023-03-24,37101,63
2023-03-24,37102,12
2023-03-24,37104,68
2023-03-24,37105,43
2023-03-24,37106,53
2023-03-24,37107,22
2023-03-24,37108,32
2023-03-24,37109,23
2023-03-24,37201,30
2023-03-24,37202,50
2023-03-24,37203,42
2023-03-24,37204,178
2023-03-24,37206,1
2023-03-24,37208,9
2023-03-25,37001,665
2023-03-25,37005,342
2023-03-25,37008,56
2023-03-25,37009,16
2023-03-25,37010,16
2023-03-25,37101,56
2023-03-25,37102,13
2023-03-25,37104,36
2023-03-25,37105,49
2023-03-25,37106,117
2023-03-25,37107,7
2023-03-25,37201,29
2023-03-25,37202,11
2023-03-25,37203,19
2023-03-25,37205,6
2023-03-25,37206,1
2023-03-25,37208,8
2023-03-25,37209,7
2023-03-26,37001,14
2023-03-26,37005,7
2023-03-26,37008,2
2023-03-26,37104,1
2023-03-26,37108,5
2023-03-26,37109,1
2023-03-26,37204,4
2023-03-27,37001,1106
2023-03-27,37005,637
2023-03-27,37008,262
2023-03-27,37009,140
2023-03-27,37010,36
2023-03-27,37101,60
2023-03-27,37102,10
2023-03-27,37104,64
2023-03-27,37105,30
2023-03-27,37106,45
2023-03-27,37107,20
2023-03-27,37108,13
2023-03-27,37109,34
2023-03-27,37201,21
2023-03-27,37202,67
2023-03-27,37203,22
2023-03-27,37204,167
2023-03-27,37205,2
2023-03-27,37206,1
2023-03-27,37208,9
2023-03-28,37001,1100
2023-03-28,37005,724
2023-03-28,37008,255
2023-03-28,37009,155
2023-03-28,37010,32
2023-03-28,37101,50
2023-03-28,37102,11
2023-03-28,37104,65
2023-03-28,37105,42
2023-03-28,37106,67
2023-03-28,37107,16
2023-03-28,37108,20
2023-03-28,37109,25
2023-03-28,37201,26
2023-03-28,37202,64
2023-03-28,37203,38
2023-03-28,37204,187
2023-03-28,37205,2
2023-03-28,37207,2
2023-03-28,37208,4
2023-03-29,37001,1076
2023-03-29,37005,661
2023-03-29,37008,228
2023-03-29,37009,114
2023-03-29,37010,52
2023-03-29,37101,54
2023-03-29,37102,10
2023-03-29,37104,64
2023-03-29,37105,35
2023-03-29,37106,56
2023-03-29,37107,25
2023-03-29,37108,5
2023-03-29,37109,32
2023-03-29,37201,27
2023-03-29,37202,46
2023-03-29,37203,32
2023-03-29,37204,170
2023-03-29,37205,1
2023-03-29,37207,1
2023-03-29,37208,5
2023-03-30,37001,1130
2023-03-30,37005,691
2023-03-30,37008,255
2023-03-30,37009,146
2023-03-30,37010,43
2023-03-30,37101,74
2023-03-30,37102,14
2023-03-30,37104,56
2023-03-30,37105,29
2023-03-30,37106,85
2023-03-30,37107,26
2023-03-30,37108,31
2023-03-30,37109,36
2023-03-30,37201,26
2023-03-30,37202,118
2023-03-30,37203,49
2023-03-30,37204,169
2023-03-30,37205,2
2023-03-30,37206,2
2023-03-30,37208,12
2023-03-31,37001,1151
2023-03-31,37005,562
2023-03-31,37008,169
2023-03-31,37009,82
2023-03-31,37010,46
2023-03-31,37101,66
2023-03-31,37102,14
2023-03-31,37104,36
2023-03-31,37105,39
2023-03-31,37106,50
2023-03-31,37107,29
2023-03-31,37108,19
2023-03-31,37109,28
2023-03-31,37201,30
2023-03-31,37202,49
2023-03-31,37203,41
2023-03-31,37204,158
2023-03-31,37205,3
2023-03-31,37206,2
2023-03-31,37208,6
2023-04-01,37001,714
2023-04-01,37005,397
2023-04-01,37008,42
2023-04-01,37009,10
2023-04-01,37010,13
2023-04-01,37101,47
2023-04-01,37102,12
2023-04-01,37105,48
2023-04-01,37106,97
2023-04-01,37107,16
2023-04-01,37109,13
2023-04-01,37201,23
2023-04-01,37202,18
2023-04-01,37203,17
2023-04-01,37204,195
2023-04-01,37205,17
2023-04-01,37206,6
2023-04-01,37207,1
2023-04-01,37208,8
2023-04-01,37209,11
2023-04-02,37001,12
2023-04-02,37005,19
2023-04-02,37008,1
2023-04-02,37009,1
2023-04-02,37101,1
2023-04-02,37106,1
2023-04-02,37107,2
2023-04-02,37108,4
2023-04-02,37204,3
2023-04-03,37001,1096
2023-04-03,37005,642
2023-04-03,37008,209
2023-04-03,37009,115
2023-04-03,37010,26
2023-04-03,37101,69
2023-04-03,37102,11
2023-04-03,37104,43
2023-04-03,37105,36
2023-04-03,37106,85
2023-04-03,37107,28
2023-04-03,37108,34
2023-04-03,37109,40
2023-04-03,37201,25
2023-04-03,37202,70
2023-04-03,37203,39
2023-04-03,37204,192
2023-04-03,37205,2
2023-04-03,37208,7
2023-04-04,37001,1163
2023-04-04,37005,684
2023-04-04,37008,209
2023-04-04,37009,134
2023-04-04,37010,44
2023-04-04,37101,63
2023-04-04,37102,10
2023-04-04,37104,58
2023-04-04,37105,46
2023-04-04,37106,82
2023-04-04,37107,25
2023-04-04,37108,29
2023-04-04,37109,35
2023-04-04,37201,27
2023-04-04,37202,59
2023-04-04,37203,40
2023-04-04,37204,202
2023-04-04,37205,7
2023-04-04,37206,1
2023-04-04,37207,1
2023-04-04,37208,2
